equipmentid,vehicledescription,vehicle_type,dept_name,deptid,purchasedate,age2020,purchaseprice,depreceated value,miles2020,cumulative_miles,maintenance2020,cumulative_maintenance,mpg2020,emissions2020,replacementvehicle_id,replacement_vehicle_desc,replacement_vehicle_purchaseprice,replacement_vehicle_mpge,replacement_vehicle_type,replacement_vehicle_annual_maintenance
R744,Ford E-450,EV,DPW: Bureau of Transportation Specialized Transp,005070XX22,12/31/2021,0,105000,105000,7322,0,1823,0,33.7,0,R7643,Ford E-450,105000,33.7,EV,1823
R745,Ford E-450,EV,DPW: Bureau of Transportation Specialized Transp,005070XX22,12/31/2021,0,105000,105000,14332,0,1823,0,33.7,0,R7644,Ford E-450,105000,33.7,EV,1823
R746,Ford E-450,EV,Department of Aging (Specialized Transportation),005034XX27,12/31/2021,0,105000,105000,11718,0,1823,0,33.7,0,R7645,Ford E-450,105000,33.7,EV,1823
R747,Ford Fusion,PHEV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,9320,0,1023.6,0,103,0,R7646,Ford Fusion,36000,103,PHEV,1023.6
R748,Ford Fusion,PHEV,Police Department - Investigative Services,10151503,12/31/2021,0,36000,36000,10883,0,1023.6,0,103,0,R7647,Ford Fusion,36000,103,PHEV,1023.6
R749,Ford Fusion,PHEV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,2648,0,1023.6,0,103,0,R7648,Ford Fusion,36000,103,PHEV,1023.6
R750,Ford Fusion,PHEV,Police Department - Vice/Narcotics,10151504,12/31/2021,0,36000,36000,27406,0,1023.6,0,103,0,R7649,Ford Fusion,36000,103,PHEV,1023.6
R751,Ford Fusion,PHEV,Police Department - Investigative Services,10151503,12/31/2021,0,36000,36000,19080,0,1023.6,0,103,0,R7650,Ford Fusion,36000,103,PHEV,1023.6
R752,Ford Fusion,PHEV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,13261,0,1023.6,0,103,0,R7651,Ford Fusion,36000,103,PHEV,1023.6
R753,Ford Fusion,PHEV,Police Department - Investigative Services,10151503,12/31/2021,0,36000,36000,13760,0,1023.6,0,103,0,R7652,Ford Fusion,36000,103,PHEV,1023.6
R754,Ford Fusion,PHEV,Police Department - Investigative Services,10151503,12/31/2021,0,36000,36000,15141,0,1023.6,0,103,0,R7653,Ford Fusion,36000,103,PHEV,1023.6
R755,Chevrolet Bolt EV,EV,Police Department - Operations,10151506,12/31/2021,0,31300,31300,14767,0,777.2,0,106,0,R7654,Chevrolet Bolt EV,31300,106,EV,777.2
R756,Chevrolet Bolt EV,EV,Police Department - Investigative Services,10151503,12/31/2021,0,31300,31300,6367,0,777.2,0,106,0,R7655,Chevrolet Bolt EV,31300,106,EV,777.2
R757,Chevrolet Bolt EV,EV,Police Department - Investigative Services,10151503,12/31/2021,0,31300,31300,18347,0,777.2,0,106,0,R7656,Chevrolet Bolt EV,31300,106,EV,777.2
R758,Chevrolet Bolt EV,EV,Police Department - Operations,10151506,12/31/2021,0,31300,31300,9019,0,777.2,0,106,0,R7657,Chevrolet Bolt EV,31300,106,EV,777.2
R759,Chevrolet Bolt EV,EV,Police Department - Investigative Services,10151503,12/31/2021,0,31300,31300,8062,0,777.2,0,106,0,R7658,Chevrolet Bolt EV,31300,106,EV,777.2
R760,Chevrolet Bolt EV,EV,Police Department - Operations,10151506,12/31/2021,0,31300,31300,9331,0,777.2,0,106,0,R7659,Chevrolet Bolt EV,31300,106,EV,777.2
R761,Chevrolet Bolt EV,EV,Police Department - Investigative Services,10151503,12/31/2021,0,31300,31300,12912,0,777.2,0,106,0,R7660,Chevrolet Bolt EV,31300,106,EV,777.2
R762,Chevrolet Bolt EV,EV,Police Department - Investigative Services,10151503,12/31/2021,0,31300,31300,8249,0,777.2,0,106,0,R7661,Chevrolet Bolt EV,31300,106,EV,777.2
R763,Chevrolet Bolt EV,EV,Police Department - Investigative Services,10151503,12/31/2021,0,31300,31300,15266,0,777.2,0,106,0,R7662,Chevrolet Bolt EV,31300,106,EV,777.2
R764,Chevrolet Bolt EV,EV,State's Attorney,10090901,12/31/2021,0,31300,31300,9469,0,777.2,0,106,0,R7663,Chevrolet Bolt EV,31300,106,EV,777.2
R765,Chevrolet Bolt EV,EV,Police Department - Operations,10151506,12/31/2021,0,31300,31300,7157,0,777.2,0,106,0,R7664,Chevrolet Bolt EV,31300,106,EV,777.2
R766,Chevrolet Bolt EV,EV,Police Department - Investigative Services,10151503,12/31/2021,0,31300,31300,16780,0,777.2,0,106,0,R7665,Chevrolet Bolt EV,31300,106,EV,777.2
R767,Ford F 150 XLT Super Crew,HEV,DPW: Bureau of Utilities (Sewer/Water Opns./Maintenance),300707803,12/31/2021,0,39000,39000,20499,0,1397.4,0,30.6,0,R7666,Ford F 150 XLT Super Crew,39000,30.6,HEV,1397.4
R768,Ford F 150 XLT Super Crew,HEV,DPW: Solid Waste Management (Refuse Disposal),10707603,12/31/2021,0,39000,39000,3106,0,1397.4,0,30.6,0,R7667,Ford F 150 XLT Super Crew,39000,30.6,HEV,1397.4
R769,Ford F 150 XLT Super Crew,HEV,DPW: General Surveying,10707209,12/31/2021,0,39000,39000,7029,0,1397.4,0,30.6,0,R7668,Ford F 150 XLT Super Crew,39000,30.6,HEV,1397.4
R770,Ford F 150 XLT Super Crew,HEV,DPW: Bureau of Utilities (Sewer/Water Opns./Maintenance),300707803,12/31/2021,0,39000,39000,3682,0,1397.4,0,30.6,0,R7669,Ford F 150 XLT Super Crew,39000,30.6,HEV,1397.4
R771,Ford F 250 Super Duty XL,ICE,Police Department - Support Operations,10151507,12/31/2021,0,42000,42000,12968,0,1227.8,0,14.6,0,R7670,Ford F 250 Super Duty XL,42000,14.6,ICE,1227.8
R772,Ford Escape,HEV,Police Department - Investigative Services,10151503,12/31/2021,0,29000,29000,13158,0,1110.2,0,39,0,R7671,Ford Escape,29000,39,HEV,1110.2
R773,Ford F 250 Super Duty XL,ICE,DPW: Highways,10707501,12/31/2021,0,42000,42000,4203,0,1227.8,0,14.6,0,R7672,Ford F 250 Super Duty XL,42000,14.6,ICE,1227.8
R774,Ford F 150 XLT Super Crew,HEV,Police Department - Vice/Narcotics,10151504,12/31/2021,0,39000,39000,19351,0,1397.4,0,30.6,0,R7673,Ford F 150 XLT Super Crew,39000,30.6,HEV,1397.4
R775,Ford Fusion,PHEV,Police Department - Vice/Narcotics,10151504,12/31/2021,0,36000,36000,10235,0,1023.6,0,103,0,R7674,Ford Fusion,36000,103,PHEV,1023.6
R776,Chevrolet Bolt EV,EV,Police Department - Vice/Narcotics,10151504,12/31/2021,0,31300,31300,17785,0,777.2,0,106,0,R7675,Chevrolet Bolt EV,31300,106,EV,777.2
R777,Ford Transit 350HD Cargo Van,EV,Department of Health (Environmental Health Services),10303005,12/31/2021,0,46000,46000,1795,0,1513.2,0,66,0,R7676,Ford Transit 350HD Cargo Van,46000,66,EV,1513.2
R778,Ford Transit 350HD Cargo Van,EV,Department of Health (Animal Control),10303007,12/31/2021,0,46000,46000,6855,0,1513.2,0,66,0,R7677,Ford Transit 350HD Cargo Van,46000,66,EV,1513.2
R779,Ford Transit 350HD Cargo Van,EV,Department of Health (Animal Control),10303007,12/31/2021,0,46000,46000,24867,0,1513.2,0,66,0,R7678,Ford Transit 350HD Cargo Van,46000,66,EV,1513.2
R780,Chrysler Pacifica Hybrid,HEV,Police Department - Investigative Services,10151503,12/31/2021,0,40000,40000,6271,0,984.6,0,82,0,R7679,Chrysler Pacifica Hybrid,40000,82,HEV,984.6
R781,Chrysler Pacifica Hybrid,HEV,Police Department - Investigative Services,10151503,12/31/2021,0,40000,40000,17481,0,984.6,0,82,0,R7680,Chrysler Pacifica Hybrid,40000,82,HEV,984.6
R782,Ford Escape,HEV,Property Management - Building Oper. & Mgmt.,10252503,12/31/2021,0,29000,29000,6807,0,1110.2,0,39,0,R7681,Ford Escape,29000,39,HEV,1110.2
R783,Ford Escape,HEV,DPW: Contracts/Construction Inspection,10707211,12/31/2021,0,29000,29000,10473,0,1110.2,0,39,0,R7682,Ford Escape,29000,39,HEV,1110.2
R784,Ford Escape,HEV,Enviormental Protection and Resource Mgmnt. (Admin.),10424201,12/31/2021,0,29000,29000,7364,0,1110.2,0,39,0,R7683,Ford Escape,29000,39,HEV,1110.2
R785,Ford Escape,HEV,DPW: Highways/General Oper/Maintenance,10707502,12/31/2021,0,29000,29000,10974,0,1110.2,0,39,0,R7684,Ford Escape,29000,39,HEV,1110.2
R786,Ford Escape,HEV,Property Management - Building Maintenance,10252502,12/31/2021,0,29000,29000,8710,0,1110.2,0,39,0,R7685,Ford Escape,29000,39,HEV,1110.2
R787,Chrysler Pacifica Hybrid,HEV,Police Department - Investigative Services,10151503,12/31/2021,0,40000,40000,15670,0,984.6,0,82,0,R7686,Chrysler Pacifica Hybrid,40000,82,HEV,984.6
R788,Chrysler Pacifica Hybrid,HEV,Police Department - Investigative Services,10151503,12/31/2021,0,40000,40000,11578,0,984.6,0,82,0,R7687,Chrysler Pacifica Hybrid,40000,82,HEV,984.6
R789,Ford Transit 350HD Cargo Van,EV,Department of Aging (Facilities),10343405,12/31/2021,0,46000,46000,6831,0,1513.2,0,66,0,R7688,Ford Transit 350HD Cargo Van,46000,66,EV,1513.2
R790,Ford Transit 350HD Cargo Van,EV,Enviormental Protection and Resource Mgmnt. (Admin.),10424201,12/31/2021,0,46000,46000,4638,0,1513.2,0,66,0,R7689,Ford Transit 350HD Cargo Van,46000,66,EV,1513.2
R791,Ford Transit 350HD Cargo Van,EV,DPW: Contracts/Construction Inspection,10707211,12/31/2021,0,46000,46000,11916,0,1513.2,0,66,0,R7690,Ford Transit 350HD Cargo Van,46000,66,EV,1513.2
R792,Ford Transit 350HD Cargo Van,EV,DPW: Equipment Maintenance,10707503,12/31/2021,0,46000,46000,16073,0,1513.2,0,66,0,R7691,Ford Transit 350HD Cargo Van,46000,66,EV,1513.2
R793,Ford Transit 350HD Cargo Van,EV,Fire Department - Field Operations,10161606,12/31/2021,0,46000,46000,18940,0,1513.2,0,66,0,R7692,Ford Transit 350HD Cargo Van,46000,66,EV,1513.2
R794,Ford Transit 350HD Cargo Van,EV,Police Department - Support Operations,10151507,12/31/2021,0,46000,46000,18208,0,1513.2,0,66,0,R7693,Ford Transit 350HD Cargo Van,46000,66,EV,1513.2
R795,Ford Transit 350HD Cargo Van,EV,Police Department - Support Operations,10151507,12/31/2021,0,46000,46000,8295,0,1513.2,0,66,0,R7694,Ford Transit 350HD Cargo Van,46000,66,EV,1513.2
R796,Ford Fusion,PHEV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,12341,0,1023.6,0,103,0,R7695,Ford Fusion,36000,103,PHEV,1023.6
R797,Ford Fusion,PHEV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,6625,0,1023.6,0,103,0,R7696,Ford Fusion,36000,103,PHEV,1023.6
R798,Ford Fusion,PHEV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,7401,0,1023.6,0,103,0,R7697,Ford Fusion,36000,103,PHEV,1023.6
R799,Ford Fusion,PHEV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,4416,0,1023.6,0,103,0,R7698,Ford Fusion,36000,103,PHEV,1023.6
R800,Ford Fusion,PHEV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,4198,0,1023.6,0,103,0,R7699,Ford Fusion,36000,103,PHEV,1023.6
R801,Ford Fusion,PHEV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,5717,0,1023.6,0,103,0,R7700,Ford Fusion,36000,103,PHEV,1023.6
R802,Ford Fusion,PHEV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,25930,0,1023.6,0,103,0,R7701,Ford Fusion,36000,103,PHEV,1023.6
R803,Ford Fusion,PHEV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,8619,0,1023.6,0,103,0,R7702,Ford Fusion,36000,103,PHEV,1023.6
R804,Ford Fusion,PHEV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,17053,0,1023.6,0,103,0,R7703,Ford Fusion,36000,103,PHEV,1023.6
R805,Ford Fusion,PHEV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,5435,0,1023.6,0,103,0,R7704,Ford Fusion,36000,103,PHEV,1023.6
R806,Ford Fusion,PHEV,Police Department - Support Operations,10151507,12/31/2021,0,36000,36000,12722,0,1023.6,0,103,0,R7705,Ford Fusion,36000,103,PHEV,1023.6
R807,Ford Fusion,PHEV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,8353,0,1023.6,0,103,0,R7706,Ford Fusion,36000,103,PHEV,1023.6
R808,Ford Fusion,PHEV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,6629,0,1023.6,0,103,0,R7707,Ford Fusion,36000,103,PHEV,1023.6
R809,Ford Fusion,PHEV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,20357,0,1023.6,0,103,0,R7708,Ford Fusion,36000,103,PHEV,1023.6
R810,Ford Fusion,PHEV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,20927,0,1023.6,0,103,0,R7709,Ford Fusion,36000,103,PHEV,1023.6
R811,Ford Fusion,PHEV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,19755,0,1023.6,0,103,0,R7710,Ford Fusion,36000,103,PHEV,1023.6
R812,Ford Fusion,PHEV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,12729,0,1023.6,0,103,0,R7711,Ford Fusion,36000,103,PHEV,1023.6
R813,Ford Fusion,PHEV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,10443,0,1023.6,0,103,0,R7712,Ford Fusion,36000,103,PHEV,1023.6
R814,Ford Fusion,PHEV,Police Department - Support Operations,10151507,12/31/2021,0,36000,36000,22403,0,1023.6,0,103,0,R7713,Ford Fusion,36000,103,PHEV,1023.6
R815,Ford Fusion,PHEV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,11451,0,1023.6,0,103,0,R7714,Ford Fusion,36000,103,PHEV,1023.6
R816,Ford Fusion,PHEV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,12062,0,1023.6,0,103,0,R7715,Ford Fusion,36000,103,PHEV,1023.6
R817,Ford Fusion,PHEV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,21490,0,1023.6,0,103,0,R7716,Ford Fusion,36000,103,PHEV,1023.6
R818,Ford Fusion,PHEV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,25239,0,1023.6,0,103,0,R7717,Ford Fusion,36000,103,PHEV,1023.6
R819,Ford Fusion,PHEV,Police Department - Community Resources,10151508,12/31/2021,0,36000,36000,15455,0,1023.6,0,103,0,R7718,Ford Fusion,36000,103,PHEV,1023.6
R820,Ford Fusion,PHEV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,14921,0,1023.6,0,103,0,R7719,Ford Fusion,36000,103,PHEV,1023.6
R821,Ford Fusion,PHEV,Police Department - Community Resources,10151508,12/31/2021,0,36000,36000,38134,0,1023.6,0,103,0,R7720,Ford Fusion,36000,103,PHEV,1023.6
R822,Ford Fusion,PHEV,Police Department - Operations,10151506,12/31/2021,0,36000,36000,18526,0,1023.6,0,103,0,R7721,Ford Fusion,36000,103,PHEV,1023.6
R823,Ford Fusion,PHEV,Police Department - Support Operations,10151507,12/31/2021,0,36000,36000,22952,0,1023.6,0,103,0,R7722,Ford Fusion,36000,103,PHEV,1023.6
R824,Ford Fusion,PHEV,Police Department - Community Resources,10151508,12/31/2021,0,36000,36000,11031,0,1023.6,0,103,0,R7723,Ford Fusion,36000,103,PHEV,1023.6
R825,Ford Fusion,PHEV,Police Department - Administrative/Technical Services,10151502,12/31/2021,0,36000,36000,11011,0,1023.6,0,103,0,R7724,Ford Fusion,36000,103,PHEV,1023.6
R826,Ford Fusion,PHEV,Police Department - Administrative/Technical Services,10151502,12/31/2021,0,36000,36000,16478,0,1023.6,0,103,0,R7725,Ford Fusion,36000,103,PHEV,1023.6
R827,Ford Fusion,PHEV,Police Department - Support Operations,10151507,12/31/2021,0,36000,36000,16565,0,1023.6,0,103,0,R7726,Ford Fusion,36000,103,PHEV,1023.6
R828,Ford Fusion,PHEV,Police Department - Support Operations,10151507,12/31/2021,0,36000,36000,15169,0,1023.6,0,103,0,R7727,Ford Fusion,36000,103,PHEV,1023.6
R829,Chevrolet Suburban,ICE,Fire Department - Operations,10161604,12/31/2021,0,56500,56500,13468,0,1092.8,0,18,0,R7728,Chevrolet Suburban,56500,18,ICE,1092.8
R830,Chevrolet Suburban,ICE,Fire Department - Operations,10161604,12/31/2021,0,56500,56500,8510,0,1092.8,0,18,0,R7729,Chevrolet Suburban,56500,18,ICE,1092.8
R831,Chevrolet Suburban,ICE,Fire Department - Operations,10161604,12/31/2021,0,56500,56500,11569,0,1092.8,0,18,0,R7730,Chevrolet Suburban,56500,18,ICE,1092.8
R832,Chevrolet Suburban,ICE,Police Department - Support Operations,10151507,12/31/2021,0,56500,56500,28391,0,1092.8,0,18,0,R7731,Chevrolet Suburban,56500,18,ICE,1092.8
R833,Chevrolet Suburban,ICE,Police Department - Support Operations,10151507,12/31/2021,0,56500,56500,21765,0,1092.8,0,18,0,R7732,Chevrolet Suburban,56500,18,ICE,1092.8
R834,Chevrolet Suburban,ICE,Police Department - Support Operations,10151507,12/31/2021,0,56500,56500,20088,0,1092.8,0,18,0,R7733,Chevrolet Suburban,56500,18,ICE,1092.8
R835,Chevrolet Suburban,ICE,Police Department - Support Operations,10151507,12/31/2021,0,56500,56500,19717,0,1092.8,0,18,0,R7734,Chevrolet Suburban,56500,18,ICE,1092.8
R836,Chevrolet Suburban,ICE,Fire Department - Operations,10161604,12/31/2021,0,56500,56500,19622,0,1092.8,0,18,0,R7735,Chevrolet Suburban,56500,18,ICE,1092.8
R837,Chevrolet Suburban,ICE,Fire Department - Operations,10161604,12/31/2021,0,56500,56500,26807,0,1092.8,0,18,0,R7736,Chevrolet Suburban,56500,18,ICE,1092.8
R838,Chevrolet Suburban,ICE,Fire Department - Operations,10161604,12/31/2021,0,56500,56500,27116,0,1092.8,0,18,0,R7737,Chevrolet Suburban,56500,18,ICE,1092.8
R839,Chevrolet Suburban,ICE,Fire Department - Operations,10161604,12/31/2021,0,56500,56500,27350,0,1092.8,0,18,0,R7738,Chevrolet Suburban,56500,18,ICE,1092.8
R840,Chevrolet Suburban,ICE,Fire Department - Operations,10161604,12/31/2021,0,56500,56500,15055,0,1092.8,0,18,0,R7739,Chevrolet Suburban,56500,18,ICE,1092.8
R841,Chevrolet Suburban,ICE,Fire Department - Operations,10161604,12/31/2021,0,56500,56500,26561,0,1092.8,0,18,0,R7740,Chevrolet Suburban,56500,18,ICE,1092.8
R842,Chevrolet Suburban,ICE,Fire Department - Operations,10161604,12/31/2021,0,56500,56500,26373,0,1092.8,0,18,0,R7741,Chevrolet Suburban,56500,18,ICE,1092.8
R843,Chevrolet Suburban,ICE,Fire Department - Operations,10161604,12/31/2021,0,56500,56500,38289,0,1092.8,0,18,0,R7742,Chevrolet Suburban,56500,18,ICE,1092.8
R844,Chevrolet Suburban,ICE,Fire Department - Operations,10161604,12/31/2021,0,56500,56500,26873,0,1092.8,0,18,0,R7743,Chevrolet Suburban,56500,18,ICE,1092.8
R845,Chevrolet Suburban,ICE,Police Department - Support Operations,10151507,12/31/2021,0,56500,56500,27358,0,1092.8,0,18,0,R7744,Chevrolet Suburban,56500,18,ICE,1092.8
R846,Chevrolet Suburban,ICE,Fire Department - Fire Rescue Academy,10161607,12/31/2021,0,56500,56500,18235,0,1092.8,0,18,0,R7745,Chevrolet Suburban,56500,18,ICE,1092.8
R847,Chevrolet Suburban,ICE,Fire Department - Operations,10161604,12/31/2021,0,56500,56500,10600,0,1092.8,0,18,0,R7746,Chevrolet Suburban,56500,18,ICE,1092.8
R848,Chevrolet Suburban,ICE,Fire Department - Operations,10161604,12/31/2021,0,56500,56500,21306,0,1092.8,0,18,0,R7747,Chevrolet Suburban,56500,18,ICE,1092.8
R849,Chevrolet Suburban,ICE,Fire Department - Operations,10161604,12/31/2021,0,56500,56500,13956,0,1092.8,0,18,0,R7748,Chevrolet Suburban,56500,18,ICE,1092.8
R850,Chevrolet Suburban,ICE,Police Department - Support Operations,10151507,12/31/2021,0,56500,56500,16127,0,1092.8,0,18,0,R7749,Chevrolet Suburban,56500,18,ICE,1092.8
R851,Chevrolet Suburban,ICE,Police Department - Support Operations,10151507,12/31/2021,0,56500,56500,21503,0,1092.8,0,18,0,R7750,Chevrolet Suburban,56500,18,ICE,1092.8
R852,Chevrolet Suburban,ICE,Police Department - Support Operations,10151507,12/31/2021,0,56500,56500,16916,0,1092.8,0,18,0,R7751,Chevrolet Suburban,56500,18,ICE,1092.8
R853,Chevrolet Suburban,ICE,Police Department - Support Operations,10151507,12/31/2021,0,56500,56500,13844,0,1092.8,0,18,0,R7752,Chevrolet Suburban,56500,18,ICE,1092.8
R854,Chevrolet Suburban,ICE,Police Department - Support Operations,10151507,12/31/2021,0,56500,56500,12315,0,1092.8,0,18,0,R7753,Chevrolet Suburban,56500,18,ICE,1092.8
R855,Ford Fusion,PHEV,Police Department - Vice/Narcotics,10151504,12/31/2021,0,36000,36000,15473,0,1023.6,0,103,0,R7754,Ford Fusion,36000,103,PHEV,1023.6
R856,Chrysler Pacifica Hybrid,HEV,Police Department - Vice/Narcotics,10151504,12/31/2021,0,40000,40000,12556,0,984.6,0,82,0,R7755,Chrysler Pacifica Hybrid,40000,82,HEV,984.6
R857,Ford Escape,HEV,Police Department - Vice/Narcotics,10151504,12/31/2021,0,29000,29000,16955,0,1110.2,0,29,0,R7756,Ford Escape,29000,29,HEV,1110.2
R858,Ford F 150 XLT Super Crew,HEV,Police Department - Vice/Narcotics,10151504,12/31/2021,0,39000,39000,25132,0,1397.4,0,30.6,0,R7757,Ford F 150 XLT Super Crew,39000,30.6,HEV,1397.4
R859,Ford Escape,HEV,Police Department - Investigative Services,10151503,12/31/2021,0,29000,29000,14413,0,1110.2,0,39,0,R7758,Ford Escape,29000,39,HEV,1110.2
R860,Ford Mustang Mach-E AWD Extended,EV,Police Department - Investigative Services,10151503,12/31/2021,0,36000,36000,17559,0,1175,0,90,0,R7759,Ford Mustang Mach-E AWD Extended,36000,90,EV,1175
R861,Ford Fusion,PHEV,Parking Enforcement Unit,10060602,12/31/2021,0,36000,36000,7816,0,1023.6,0,103,0,R7760,Ford Fusion,36000,103,PHEV,1023.6
R862,Ford Fusion,PHEV,Parking Enforcement Unit,10060602,12/31/2021,0,36000,36000,7160,0,1023.6,0,103,0,R7761,Ford Fusion,36000,103,PHEV,1023.6
R863,Ford Fusion,PHEV,Parking Enforcement Unit,10060602,12/31/2021,0,36000,36000,4322,0,1023.6,0,103,0,R7762,Ford Fusion,36000,103,PHEV,1023.6
R864,Ford Fusion,PHEV,Parking Enforcement Unit,10060602,12/31/2021,0,36000,36000,9160,0,1023.6,0,103,0,R7763,Ford Fusion,36000,103,PHEV,1023.6
R865,Ford Fusion,PHEV,Parking Enforcement Unit,10060602,12/31/2021,0,36000,36000,3644,0,1023.6,0,103,0,R7764,Ford Fusion,36000,103,PHEV,1023.6
R866,Ford Fusion,PHEV,Parking Enforcement Unit,10060602,12/31/2021,0,36000,36000,9160,0,1023.6,0,103,0,R7765,Ford Fusion,36000,103,PHEV,1023.6
R867,Ford Fusion,PHEV,Department of Health (HIV Ryan White),005030XX22,12/31/2021,0,36000,36000,2001,0,1023.6,0,103,0,R7766,Ford Fusion,36000,103,PHEV,1023.6
R868,Ford Fusion,PHEV,DPW: Safety Office,10707007,12/31/2021,0,36000,36000,4907,0,1023.6,0,103,0,R7767,Ford Fusion,36000,103,PHEV,1023.6
R869,Ford Fusion,PHEV,DPW: Traffic Planning,10707701,12/31/2021,0,36000,36000,6240,0,1023.6,0,103,0,R7768,Ford Fusion,36000,103,PHEV,1023.6
R870,Ford Fusion,PHEV,Permits and Development Management,10171715,12/31/2021,0,36000,36000,19456,0,1023.6,0,103,0,R7769,Ford Fusion,36000,103,PHEV,1023.6
R871,Ford Fusion,PHEV,DPW: Traffic Engineering,10707702,12/31/2021,0,36000,36000,6733,0,1023.6,0,103,0,R7770,Ford Fusion,36000,103,PHEV,1023.6
R872,Ford Fusion,PHEV,Enviormental Protection and Resource Mgmnt. (Admin.),10424201,12/31/2021,0,36000,36000,4942,0,1023.6,0,103,0,R7771,Ford Fusion,36000,103,PHEV,1023.6
R873,Ford Transit 350HD Cargo Van,EV,Property Management - Building Maintenance,10252502,12/31/2021,0,46000,46000,14133,0,1513.2,0,66,0,R7772,Ford Transit 350HD Cargo Van,46000,66,EV,1513.2
R874,Ford Fusion,PHEV,Police Department - Investigative Services,10151503,12/31/2021,0,36000,36000,13930,0,1023.6,0,103,0,R7773,Ford Fusion,36000,103,PHEV,1023.6
R875,Ford Fusion,PHEV,Police Department - Investigative Services,10151503,12/31/2021,0,36000,36000,24020,0,1023.6,0,103,0,R7774,Ford Fusion,36000,103,PHEV,1023.6
R876,Chevrolet Bolt EV,EV,County Council,10484801,12/31/2021,0,31300,31300,10735,0,777.2,0,106,0,R7775,Chevrolet Bolt EV,31300,106,EV,777.2
R877,Ford Fusion,PHEV,Police Department - Investigative Services,10151503,12/31/2021,0,36000,36000,24366,0,1023.6,0,103,0,R7776,Ford Fusion,36000,103,PHEV,1023.6
R878,Ford Fusion,PHEV,Police Department - Investigative Services,10151503,12/31/2021,0,36000,36000,15596,0,1023.6,0,103,0,R7777,Ford Fusion,36000,103,PHEV,1023.6
R879,Ford Fusion,PHEV,Police Department - Investigative Services,10151503,12/31/2021,0,36000,36000,7769,0,1023.6,0,103,0,R7778,Ford Fusion,36000,103,PHEV,1023.6
R880,Chevrolet Bolt EV,EV,County Council,10484801,12/31/2021,0,31300,31300,18615,0,777.2,0,106,0,R7779,Chevrolet Bolt EV,31300,106,EV,777.2
R881,Ford Transit 350HD Passenger Van,EV,DPW: Bureau of Transportation,10707704,12/31/2021,0,46000,46000,16720,0,1529.4,0,66,0,R7780,Ford Transit 350HD Passenger Van,46000,66,EV,1529.4
R882,Ford Transit 350HD Passenger Van,EV,DPW: Bureau of Transportation,10707704,12/31/2021,0,46000,46000,16261,0,1529.4,0,66,0,R7781,Ford Transit 350HD Passenger Van,46000,66,EV,1529.4
R883,Ford Transit 350HD Passenger Van,EV,DPW: Bureau of Transportation Rural Transp,005070XX23,12/31/2021,0,46000,46000,19893,0,1529.4,0,66,0,R7782,Ford Transit 350HD Passenger Van,46000,66,EV,1529.4
R884,Ford Transit 350HD Passenger Van,EV,DPW: Bureau of Transportation,10707704,12/31/2021,0,46000,46000,15966,0,1529.4,0,66,0,R7783,Ford Transit 350HD Passenger Van,46000,66,EV,1529.4
R885,Ford Fusion,PHEV,Vehicle Operations and Maintenance,210101003,12/31/2021,0,36000,36000,3712,0,1023.6,0,103,0,R7784,Ford Fusion,36000,103,PHEV,1023.6
R886,Ford Fusion,PHEV,Police Department - Investigative Services,10151503,12/31/2021,0,36000,36000,19977,0,1023.6,0,103,0,R7785,Ford Fusion,36000,103,PHEV,1023.6
R887,Chevrolet Suburban,ICE,Office of County Executive,10010101,12/31/2021,0,56500,56500,26188,0,1092.8,0,18,0,R7786,Chevrolet Suburban,56500,18,ICE,1092.8
R888,Chrysler Pacifica Hybrid,HEV,Police Department - Vice/Narcotics,10151504,12/31/2021,0,40000,40000,27649,0,984.6,0,82,0,R7787,Chrysler Pacifica Hybrid,40000,82,HEV,984.6
R889,Ford F 550 Rollback,ICE,Vehicle Operations and Maintenance,210101003,12/31/2021,0,75900,75900,32213,0,1844.92,0,6,0,R7788,Ford F 550 Rollback,75900,6,ICE,1844.92
